City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
573,Popondetta,PG,74.28,broken clouds,-8.7537,148.2534,Timos Transit House
574,Lālmohan,BD,81.68,scattered clouds,22.3384,90.7419,Arifur Rahman Miraj
575,Tambura,SS,85.66,overcast clouds,5.6,27.4667,Rikito Lodge
576,Thinadhoo,MV,83.91,overcast clouds,0.5333,72.9333,
577,Inírida,CO,87.51,broken clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
580,Constitución,CL,62.02,broken clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
581,Colina,BR,80.28,clear sky,-20.7133,-48.5408,HOTEL E RESTAURANTE GUARANA
582,Promissão,BR,77.81,clear sky,-21.5367,-49.8581,Recanto Monte Cristo
583,Tucuruí,BR,85.95,broken clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
586,Monte Alegre,BR,86.4,overcast clouds,-2.0078,-54.0692,Hotel Shekinah
591,Rabo de Peixe,PT,63.91,scattered clouds,37.8,-25.5833,Quinta das Giestas
592,Nhulunbuy,AU,77.61,moderate rain,-12.2333,136.7667,East Arnhem Real Estate
594,Linhares,BR,81.63,overcast clouds,-19.3911,-40.0722,Hotel Conceição
595,Kuching,MY,80.82,few clouds,1.55,110.3333,Hilton Kuching
596,Maragogi,BR,84.83,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
597,Poso,ID,76.48,overcast clouds,-1.3959,120.7524,Hotel 77 Poso
599,San Antonio,US,80.33,haze,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
600,Otavalo,EC,64.62,light rain,0.2333,-78.2667,Hostal Curiñan
603,Weilmünster,DE,63.16,clear sky,50.4333,8.3667,Wohnmobil-Stellplatz
606,Nishihara,JP,65.48,clear sky,26.1842,127.7558,Minshuku Agaihama
617,Vila Velha,BR,82.35,clear sky,-20.3297,-40.2925,Hotel Vitória Palace
619,Pallapatti,IN,82.65,moderate rain,11.6593,78.1342,Hotel Laila palace
620,Bam,IR,79.41,broken clouds,29.106,58.357,Bam Tourist Hotel
621,Rāwah,IQ,77.32,clear sky,34.4816,41.9093,
622,Makakilo City,US,72.01,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
623,Quatre Cocos,MU,78.1,moderate rain,-20.2078,57.7625,Sunrise Attitude Hotel
624,North Shore,NZ,64.4,overcast clouds,-36.8,174.75,Poenamo Hotel
627,Chilca,PE,68.0,overcast clouds,-12.5211,-76.7372,Playa Punta Yaya - Las Salinas
628,Richards Bay,ZA,64.54,light rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
630,Monte Patria,CL,74.88,clear sky,-30.6919,-70.9467,Hotel Monte Cordillera
631,Ayamé,CI,79.45,overcast clouds,5.6083,-3.1563,Hotel Bossan
635,Ranau,MY,69.66,scattered clouds,5.9538,116.6641,The Second Room
638,Denpasar,ID,82.06,few clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
641,Ugoofaaru,MV,84.69,overcast clouds,5.6667,73.0,Ungoofaaru Inn
642,Laas,IT,60.69,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
643,Marsh Harbour,BS,77.23,broken clouds,26.5412,-77.0636,Abaco Beach Resort
644,Brownsville,US,82.4,overcast clouds,25.9018,-97.4975,Best Western Hotel Plaza Matamoros
645,Road Town,VG,84.24,few clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
647,Celestún,MX,86.49,clear sky,20.8667,-90.4,Posada Lilia
649,Port Blair,IN,82.89,scattered clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
652,Aleppo Governorate,SY,71.96,broken clouds,36.25,37.5,أمل دوريش
653,Pak Phanang,TH,83.07,scattered clouds,8.3511,100.202,Green Park Inn Hotel
657,Mogadishu,SO,83.35,broken clouds,2.0371,45.3438,Hotel Juba
658,Luba,GQ,83.7,light rain,3.4568,8.5547,
659,Juruti,BR,85.93,heavy intensity rain,-2.1522,-56.0922,Pousada Marupiara
662,Puerto del Rosario,ES,78.55,scattered clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
664,Luís Correia,BR,86.0,broken clouds,-2.8792,-41.6669,Hotel Amarração
665,Bull Savanna,JM,81.34,clear sky,17.8868,-77.5902,Big Red's
666,Mossamedes,AO,76.35,broken clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
670,Jacareacanga,BR,83.73,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
672,Namatanai,PG,80.8,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
673,Beyneu,KZ,68.05,overcast clouds,45.3167,55.2,NUR
675,São João da Barra,BR,78.89,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
676,Samdrup Jongkhar District,BT,65.7,broken clouds,26.9167,91.6167,
